,season_number,startup_name,episode_number,pitch_number,air_date,industry,busniess_description,year_founded,presenter_count,male_presenter,female_presenters,trans_presenters,couple_presenter,pitchers_avg_age,pitcher_city,pitcher_state,yearly_revenue,monthly_sales,gross_margin,net_margin,cash_burn,sku,patents,finance_type,original_ask_amount,original_offered_equity,valueation_requested,received_offer,accepted_offer,deal_amount,deal_equity,deal_debt,debt_interest,deal_valuation,sharks_in_deal,namita_investment_amount,namita_investment_equtiy,namita_debt_amount,vineeta_investment_amount,vineeta_investment_equtiy,vineeta_debt_amount,anupam_investment_amount,anupam_investment_equtiy,anupam_debt_amount,aman_investment_amount,aman_investment_equtiy,aman_debt_amount,peyush_investment_amount,peyush_investment_equtiy,peyush_debt_amount,amit_investment_amount,amit_investment_equtiy,amit_debt_amount,ashneer_investment_amount,ashneer_investment_equtiy,ashneer_debt_amount,guest_investment_amount,guest_investment_equtiy,guest_debt_amount,invested_guest_name,all_guest_names,namita_present,vineeta_present,anupam_present,aman_present,peyush_present,amit_present,ashneer_present,guest_present,multiple_pitcher_cities
89,1,HumpyA2,28,90,2022-01-26 00:00:00,Food,Organic Milk A2 Products,2017.0,3,2.0,1.0,0.0,0.0,Middle,Pune,Maharashtra,208.0,0.0,44.0,0.0,0.0,0.0,0.0,3.0,75.0,4.0,1875.0,1,1.0,100.0,15.0,0.0,0.0,667.0,3.0,0.0,0.0,0.0,33.33,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,5.0,0.0,Ghazal Alagh,Ghazal Alagh,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0
90,1,KunafaWorld,28,91,2022-01-26 00:00:00,Food,Kunafa food products,2018.0,2,1.0,1.0,0.0,1.0,Young,Mangalore,Karnataka,200.0,30.0,0.0,30.0,0.0,0.0,0.0,3.0,90.0,5.0,1800.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ghazal Alagh,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0
91,1,GoldSafeSolutions,28,92,2022-01-26 00:00:00,Manufacturing,Anti-Suicidal Fan Rod,2017.0,2,2.0,0.0,0.0,0.0,Middle,Mumbai,Maharashtra,60.0,0.0,25.0,0.0,0.0,0.0,0.0,3.0,50.0,5.0,1000.0,1,1.0,50.0,30.0,0.0,0.0,167.0,3.0,0.0,0.0,0.0,16.66,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.66,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.66,10.0,0.0,Ghazal Alagh,Ghazal Alagh,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0
92,1,WakaoFoods,29,93,2022-01-27 00:00:00,Food,Jackfruit Products,2021.0,1,1.0,0.0,0.0,0.0,Middle,Goa,Goa,72.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,75.0,5.0,1500.0,1,1.0,75.0,21.0,0.0,0.0,357.0,3.0,25.0,7.0,0.0,25.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,7.0,0.0,Ghazal Alagh,Ghazal Alagh,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0
93,1,PDDFalcon,29,94,2022-01-27 00:00:00,Manufacturing,Stainless Steel Items,2018.0,2,1.0,1.0,0.0,1.0,Young,Gandhinagar,Gujarat,242.0,0.0,30.0,0.0,0.0,300.0,0.0,3.0,75.0,3.0,2500.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ghazal Alagh,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0
94,1,PlayBoxTV,29,95,2022-01-27 00:00:00,Services,Streaming Platform,2017.0,2,2.0,0.0,0.0,0.0,Young,Mumbai,Maharashtra,1020.0,87.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,3.5,2857.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ghazal Alagh,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0
95,1,Sippline,30,96,2022-01-28 00:00:00,Manufacturing,Portable Glass Attachment Drinking Shields,2019.0,1,1.0,0.0,0.0,0.0,Middle,Pune,Maharashtra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,75.0,15.0,500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
96,1,KabaddiAdda,30,97,2022-01-28 00:00:00,Sports,All-Kabaddi App,2019.0,2,2.0,0.0,0.0,0.0,Middle,Bangalore,Karnataka,250.0,0.0,80.0,30.0,0.0,0.0,0.0,3.0,80.0,1.0,8000.0,1,1.0,80.0,6.0,0.0,0.0,1333.0,2.0,40.0,3.0,0.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
97,1,ShadesofSpring,30,98,2022-01-28 00:00:00,Services,Flowers,2019.0,2,1.0,1.0,0.0,1.0,Young,Bangalore,Karnataka,900.0,0.0,30.0,0.0,0.0,0.0,0.0,3.0,300.0,1.0,30000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
98,1,Scholify,30,99,2022-01-28 00:00:00,Education,Scholarship Platform,2018.0,1,1.0,0.0,0.0,0.0,Middle,Bangalore,Karnataka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,50.0,7.5,667.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
99,1,Scrapshala,31,100,2022-01-31 00:00:00,Manufacturing,Handmade Reusable Scrap Materials,2016.0,2,0.0,2.0,0.0,0.0,Middle,Varanasi,Uttar Pradesh,27.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,50.0,10.0,500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
100,1,Sabjikothi,31,101,2022-01-31 00:00:00,Manufacturing,Vegetables Storage SaptKrishi,2019.0,2,1.0,1.0,0.0,0.0,Young,Bhagalpur,Bihar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,60.0,2.5,2400.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
101,1,AyuRythm,31,102,2022-01-31 00:00:00,Healthcare,Ayurvedic Wellness App,2016.0,3,3.0,0.0,0.0,0.0,Middle,Bangalore,Karnataka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,75.0,2.0,3750.0,1,1.0,75.0,2.68,0.0,0.0,2799.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
102,1,Astrix,31,103,2022-01-31 00:00:00,Manufacturing,Smart Locks Qtouch,2021.0,2,1.0,1.0,0.0,1.0,Middle,Coimbatore,Tamil Nadu,75.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,75.0,3.0,2500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
103,1,TheaAndSid,32,104,2022-02-01 00:00:00,Services,Proposal Solutions,2021.0,2,0.0,2.0,0.0,0.0,Middle,Mumbai,Maharashtra,16.0,10.0,75.0,30.0,0.0,0.0,0.0,3.0,80.0,7.0,1143.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0
104,1,ExperentialEtc,32,105,2022-02-01 00:00:00,Technology,Technology layered advertisement services,2017.0,2,2.0,0.0,0.0,0.0,Middle,Mumbai,Maharashtra,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,200.0,4.0,5000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0
105,1,GrowFitter,32,106,2022-02-01 00:00:00,Technology,Rewards App,2021.0,2,2.0,0.0,0.0,0.0,Middle,Mumbai,Maharashtra,170.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,50.0,1.0,5000.0,1,1.0,50.0,2.0,0.0,0.0,2500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0
106,1,C3Med-Tech,32,107,2022-02-01 00:00:00,Healthcare,Portable ophthalmic vision devices,2019.0,2,1.0,1.0,0.0,1.0,Middle,Ahmedabad,Gujarat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,35.0,6.0,583.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0
107,1,ColourMeMad-CMM,33,108,2022-02-02 00:00:00,Fashion,Insoles,2017.0,2,1.0,1.0,0.0,1.0,Middle,Mumbai,Maharashtra,0.0,0.66,0.0,0.0,0.0,0.0,0.0,3.0,40.0,10.0,400.0,1,1.0,40.0,25.0,0.0,0.0,160.0,1.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0
108,1,Mavi's,33,109,2022-02-02 00:00:00,Food,Vegan Fermented Food,2018.0,2,1.0,1.0,0.0,1.0,Middle,Thane,Maharashtra,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,40.0,5.0,800.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0
109,1,TweekLabs,33,110,2022-02-02 00:00:00,Sports,Sportswear,2019.0,4,4.0,0.0,0.0,0.0,Middle,Delhi,Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,40.0,2.0,2000.0,1,1.0,60.0,10.0,0.0,0.0,600.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.33,0.0,0.0,0.0,0.0,20.0,3.33,0.0,0.0,0.0,0.0,20.0,3.33,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0
110,1,Proxgy,33,111,2022-02-02 00:00:00,Technology,Virtual Reality,2020.0,2,2.0,0.0,0.0,0.0,Middle,Delhi,Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,35.0,1.0,3500.0,1,1.0,100.0,10.0,0.0,0.0,1000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,5.0,0.0,0.0,0.0,0.0,50.0,5.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0
111,1,NomadFoodProject,34,112,2022-02-03 00:00:00,Food,Bacon Jams Relishes,2019.0,2,2.0,0.0,0.0,0.0,Young,"Delhi,Pune","Delhi,Maharashtra",0.0,3.0,70.0,0.0,0.0,0.0,0.0,3.0,40.0,10.0,400.0,1,1.0,40.0,20.0,0.0,0.0,200.0,4.0,10.0,5.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,10.0,5.0,0.0,Ghazal Alagh,Ghazal Alagh,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1
112,1,TweeInOne,34,113,2022-02-03 00:00:00,Fashion,Reversible and convertible clothing,2017.0,1,0.0,1.0,0.0,0.0,Young,Mumbai,Maharashtra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,7.5,400.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ghazal Alagh,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0
113,1,GreenProtein,34,114,2022-02-03 00:00:00,Food,Plant-Based Protein,2019.0,2,1.0,1.0,0.0,1.0,Middle,Mumbai,Maharashtra,0.0,12.0,40.0,0.0,0.0,0.0,0.0,3.0,60.0,2.0,3000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ghazal Alagh,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0
114,1,On2Cook,34,115,2022-02-03 00:00:00,Food,Fastest Cooking Device,2022.0,1,1.0,0.0,0.0,0.0,Middle,Ahmedabad,Gujarat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,1.0,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ghazal Alagh,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0
115,1,JainShikanji,35,116,2022-02-04 00:00:00,Food,Lemonade,2017.0,1,1.0,0.0,0.0,0.0,Middle,Modinagar,Uttar Pradesh,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,40.0,8.0,500.0,1,1.0,40.0,30.0,0.0,0.0,133.0,4.0,0.0,0.0,0.0,10.0,7.5,0.0,10.0,7.5,0.0,10.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.5,0.0,0.0,0.0,0.0,,Ghazal Alagh,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0
116,1,Woloo,35,117,2022-02-04 00:00:00,Technology,Washroom Finder,2020.0,3,1.0,2.0,0.0,0.0,Middle,Mumbai,Maharashtra,108.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,50.0,4.0,1250.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ghazal Alagh,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0
117,1,ElcareIndia,35,118,2022-02-04 00:00:00,Healthcare,Carenting for Elders,2021.0,3,2.0,1.0,0.0,0.0,Middle,Mumbai,Maharashtra,60.0,0.0,30.0,0.0,0.0,0.0,0.0,3.0,100.0,2.5,4000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ghazal Alagh,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0
118,1,SneaKare,36,119,2022-02-04 00:00:00,Fashion,Shoe Sneaker kits storage crates,2020.0,1,1.0,0.0,0.0,0.0,Young,Delhi,Delhi,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,5.0,400.0,1,1.0,21.0,12.0,0.0,0.0,175.0,3.0,7.0,4.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
119,1,FrenchCrown,36,120,2022-02-04 00:00:00,Fashion,Clothes,2017.0,2,2.0,0.0,0.0,0.0,Middle,Surat,Gujarat,7200.0,0.0,70.0,0.0,0.0,0.0,0.0,3.0,150.0,0.33,45455.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
120,1,StoreMyGoods,36,121,2022-02-04 00:00:00,Services,Storage solutions,2020.0,3,2.0,1.0,0.0,1.0,Middle,Noida,Uttar Pradesh,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,1.75,5714.0,1,1.0,50.0,4.0,50.0,0.0,1250.0,2.0,25.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
121,1,Devnagri,36,122,2022-02-04 00:00:00,Technology,Translation of language content,2020.0,2,2.0,0.0,0.0,0.0,Middle,Delhi,Delhi,500.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,1.0,10000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
122,1,WitBlox,0,123,2020-01-01 00:00:00,Manufacturing,Kids playing equipment,2020.0,2,1.0,1.0,0.0,0.0,Middle,Mumbai,Maharashtra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,60.0,3.0,2000.0,1,1.0,60.0,10.0,0.0,0.0,600.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,0.0,Ghazal Alagh,Ghazal Alagh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
123,1,Kineer,0,124,2020-01-01 00:00:00,Food,Packaged drinking water,2018.0,2,1.0,0.0,1.0,0.0,Middle,Pune,Maharashtra,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,10.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
124,1,PiChem,0,125,2020-01-01 00:00:00,Manufacturing,Chemical products,2021.0,1,1.0,0.0,0.0,0.0,Young,Lucknow,Uttar Pradesh,0.0,1.77,50.0,0.0,0.0,0.0,0.0,3.0,40.0,5.0,800.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
125,1,Clensta,0,126,2020-01-01 00:00:00,Fashion,Waterless bathing technology products,2017.0,1,1.0,0.0,0.0,0.0,Middle,Delhi,Delhi,0.0,150.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,1.0,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
126,1,InfinitiInsects,0,127,2020-01-01 00:00:00,Pet,Live insect feed for pets,2016.0,2,1.0,1.0,0.0,0.0,Middle,Bangalore,Karnataka,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.0,25.0,10.0,250.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
127,1,AshwaPro,0,128,2020-01-01 00:00:00,Services,Outdoor cycling gym,2020.0,1,1.0,0.0,0.0,0.0,Middle,Jaipur,Rajasthan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,50.0,10.0,500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
128,1,Mine4Nine,0,129,2020-01-01 00:00:00,Fashion,Trendy maternity dresses,2019.0,2,1.0,1.0,0.0,1.0,Middle,Gurgaon,Haryana,260.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,75.0,4.0,1875.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
129,1,StudioBeej,0,130,2020-01-01 00:00:00,Fashion,Sustainable leather accessories,2020.0,1,0.0,1.0,0.0,0.0,Middle,Mumbai,Maharashtra,112.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,75.0,7.5,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
130,1,Sattuz,0,131,2020-01-01 00:00:00,Beverages,Foods Beverages super food,2018.0,2,1.0,1.0,0.0,1.0,Middle,Madhubani,Bihar,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,5.0,500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131,1,Scintiglo,0,132,2020-01-01 00:00:00,Healthcare,Diagnostic device for microalbuminuria estimation,2021.0,1,1.0,0.0,0.0,0.0,Middle,Indore,Madhya Pradesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,75.0,1.0,7500.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
132,1,Glii,0,133,2020-01-01 00:00:00,Services,Dating app for LGBTQ,2021.0,4,3.0,0.0,1.0,0.0,Middle,Noida,Uttar Pradesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,40.0,4.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
133,1,StanleeIndia,0,134,2020-01-01 00:00:00,Electronics,Televisions,2019.0,3,3.0,0.0,0.0,0.0,Middle,Delhi,Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,60.0,3.0,2000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
